Job_ID,Job_Title,Industry,Location,Work_Type,Experience_Level,Required_Skills,Min_Salary_INR,Max_Salary_INR,Posting_Date
JOB-206965,Marketing Manager,Marketing,Gurugram,On-Site,Executive,Digital Marketing,2809143,3745289,2026-03-18
JOB-206966,Bioinformatics Scientist,Healthcare,Noida,On-Site,Lead,"Healthcare Data, SQL",2073105,2602104,2026-03-25
JOB-206967,Investment Banker,Finance,Chennai,Remote,Entry-Level,Investment Analysis,789607,1176432,2026-03-17
JOB-206968,SEO Specialist,Marketing,Delhi,Remote,Entry-Level,Social Media Management,540505,692973,2026-01-07
JOB-206969,Clinical Data Analyst,Healthcare,Noida,Remote,Senior,"Bioinformatics, Python",1717656,2204617,2026-05-25
JOB-206970,Investment Banker,Finance,Delhi,Remote,Senior,"Accounting, Tally",1867550,2747568,2026-05-09
JOB-206971,Accountant,Finance,Noida,Remote,Mid-Level,"Accounting, Tally",1299060,1906647,2026-05-05
JOB-206972,Bioinformatics Scientist,Healthcare,Hyderabad,Hybrid,Executive,"Bioinformatics, Python",2779753,3740081,2026-05-12
JOB-206973,Bioinformatics Scientist,Healthcare,Hyderabad,Hybrid,Entry-Level,"Bioinformatics, Python",563867,787798,2026-03-24
JOB-206974,DevOps Engineer,IT & Tech,Bengaluru,Remote,Entry-Level,"Python, SQL",1395088,1838456,2026-01-19
JOB-206975,DevOps Engineer,IT & Tech,Noida,Hybrid,Mid-Level,"SQL, Tableau, Power BI",1147704,1443974,2026-01-27
JOB-206976,Social Media Expert,Marketing,Delhi,Hybrid,Lead,"SEO, Google Analytics",1996763,2494797,2026-01-02
JOB-206977,Risk Manager,Finance,Delhi,On-Site,Mid-Level,"Financial Modeling, Excel",1524602,2091797,2026-01-22
JOB-206978,Social Media Expert,Marketing,Noida,Hybrid,Lead,Content Writing,1914505,2779695,2026-02-10
JOB-206979,Marketing Manager,Marketing,Mumbai,On-Site,Entry-Level,"SEO, Google Analytics",465213,664266,2026-05-23
JOB-206980,Accountant,Finance,Gurugram,On-Site,Senior,Risk Assessment,1352916,1996560,2026-03-03
JOB-206981,Risk Manager,Finance,Bengaluru,On-Site,Entry-Level,"Accounting, Tally",825631,1165427,2026-05-18
JOB-206982,Content Strategist,Marketing,Mumbai,Remote,Entry-Level,Digital Marketing,685284,879099,2026-05-15
JOB-206983,Investment Banker,Finance,Chennai,Hybrid,Entry-Level,"Financial Modeling, Excel",840655,1222540,2026-04-05
JOB-206984,Investment Banker,Finance,Gurugram,Hybrid,Executive,"Accounting, Tally",2894290,3673635,2026-02-03
JOB-206985,Marketing Manager,Marketing,Mumbai,Hybrid,Executive,"SEO, Google Analytics",2706311,3576716,2026-03-25
JOB-206986,DevOps Engineer,IT & Tech,Gurugram,On-Site,Mid-Level,"Cybersecurity, Network",1436065,1883411,2026-01-23
JOB-206987,Risk Manager,Finance,Hyderabad,Remote,Lead,Risk Assessment,2330669,3374305,2026-05-03
JOB-206988,SEO Specialist,Marketing,Noida,Remote,Senior,Content Writing,1444909,1962639,2026-03-15
JOB-206989,Social Media Expert,Marketing,Delhi,Remote,Senior,Digital Marketing,1489213,2031887,2026-02-27
JOB-206990,Investment Banker,Finance,Chennai,Remote,Senior,Risk Assessment,1719531,2505036,2026-05-19
JOB-206991,Bioinformatics Scientist,Healthcare,Hyderabad,Remote,Executive,"Healthcare Data, SQL",2884640,4087583,2026-02-16
JOB-206992,Cybersecurity Analyst,IT & Tech,Delhi,Remote,Entry-Level,"Python, SQL",853844,1109056,2026-04-20
JOB-206993,DevOps Engineer,IT & Tech,Gurugram,Remote,Senior,"React, Node.js",2087799,2553001,2026-01-20
JOB-206994,Clinical Data Analyst,Healthcare,Noida,Hybrid,Entry-Level,"Healthcare Data, SQL",608535,783241,2026-03-09
JOB-206995,Accountant,Finance,Delhi,On-Site,Lead,Investment Analysis,2238603,3291376,2026-03-11
JOB-206996,Social Media Expert,Marketing,Noida,On-Site,Lead,Social Media Management,1693554,2241342,2026-01-22
JOB-206997,Accountant,Finance,Mumbai,On-Site,Senior,Investment Analysis,1794927,2686288,2026-01-09
JOB-206998,Social Media Expert,Marketing,Mumbai,Remote,Mid-Level,"SEO, Google Analytics",860124,1157922,2026-05-07
JOB-206999,Bioinformatics Scientist,Healthcare,Bengaluru,Hybrid,Entry-Level,"Bioinformatics, Python",981958,1238951,2026-03-07
JOB-207000,DevOps Engineer,IT & Tech,Mumbai,Remote,Lead,"AWS, Docker",1861700,2509063,2026-02-07
JOB-207001,Investment Banker,Finance,Noida,Remote,Entry-Level,"Financial Modeling, Excel",1085786,1518286,2026-05-21
JOB-207002,Clinical Data Analyst,Healthcare,Hyderabad,On-Site,Lead,"Bioinformatics, Python",2193745,2906883,2026-04-19
JOB-207003,Investment Banker,Finance,Delhi,Hybrid,Executive,Investment Analysis,2686742,3684046,2026-05-12
JOB-207004,Risk Manager,Finance,Chennai,On-Site,Executive,Risk Assessment,3062552,4459768,2026-05-29
JOB-207005,Healthcare Administrator,Healthcare,Gurugram,On-Site,Lead,"Healthcare Data, SQL",2176046,2799594,2026-03-03
JOB-207006,Bioinformatics Scientist,Healthcare,Bengaluru,Remote,Entry-Level,"Healthcare Data, SQL",792361,1171653,2026-05-19
JOB-207007,Investment Banker,Finance,Hyderabad,On-Site,Entry-Level,Investment Analysis,702444,975522,2026-02-12
JOB-207008,Cybersecurity Analyst,IT & Tech,Hyderabad,Hybrid,Mid-Level,"Python, Machine Learning",1668888,2148341,2026-02-15
JOB-207009,Social Media Expert,Marketing,Hyderabad,On-Site,Senior,Digital Marketing,1309493,1862663,2026-03-19
JOB-207010,Healthcare Administrator,Healthcare,Hyderabad,Remote,Lead,"Bioinformatics, Python",1919939,2543892,2026-01-04
JOB-207011,SEO Specialist,Marketing,Hyderabad,On-Site,Senior,"SEO, Google Analytics",1307414,1638154,2026-01-24
JOB-207012,Investment Banker,Finance,Gurugram,Hybrid,Executive,"Financial Modeling, Excel",2556909,3812482,2026-04-05
JOB-207013,Investment Banker,Finance,Hyderabad,On-Site,Lead,Risk Assessment,1851775,2407057,2026-02-13
JOB-207014,Bioinformatics Scientist,Healthcare,Hyderabad,On-Site,Lead,"Healthcare Data, SQL",1794092,2659894,2026-04-19
JOB-207015,Investment Banker,Finance,Bengaluru,On-Site,Executive,Investment Analysis,2815841,3625992,2026-02-26
JOB-207016,Clinical Data Analyst,Healthcare,Chennai,Hybrid,Lead,"Healthcare Data, SQL",2131727,2770970,2026-05-11
JOB-207017,Content Strategist,Marketing,Noida,Hybrid,Entry-Level,"SEO, Google Analytics",457368,661438,2026-05-13
JOB-207018,Risk Manager,Finance,Noida,Hybrid,Executive,"Financial Modeling, Excel",3102823,3887003,2026-02-01
JOB-207019,Content Strategist,Marketing,Pune,Remote,Lead,Content Writing,1982059,2513399,2026-01-21
JOB-207020,Data Scientist,IT & Tech,Delhi,On-Site,Mid-Level,"React, Node.js",1079481,1444432,2026-05-14
JOB-207021,Healthcare Administrator,Healthcare,Gurugram,Hybrid,Lead,Hospital Administration,1962942,2647743,2026-01-29
JOB-207022,SEO Specialist,Marketing,Bengaluru,Remote,Mid-Level,Digital Marketing,1133536,1402033,2026-05-20
JOB-207023,DevOps Engineer,IT & Tech,Mumbai,On-Site,Senior,"Python, Machine Learning",2006527,2725651,2026-02-10
JOB-207024,Clinical Data Analyst,Healthcare,Pune,Hybrid,Lead,"Bioinformatics, Python",1858899,2443907,2026-03-26
JOB-207025,SEO Specialist,Marketing,Mumbai,On-Site,Entry-Level,Social Media Management,677230,861056,2026-02-17
JOB-207026,Cloud Architect,IT & Tech,Noida,Hybrid,Lead,"Python, SQL",2032511,2952375,2026-04-18
JOB-207027,Financial Analyst,Finance,Gurugram,On-Site,Senior,Risk Assessment,1843257,2681860,2026-05-26
JOB-207028,Content Strategist,Marketing,Hyderabad,On-Site,Senior,"SEO, Google Analytics",1282206,1539528,2026-02-28
JOB-207029,Social Media Expert,Marketing,Pune,Hybrid,Entry-Level,Content Writing,741031,926238,2026-05-23
JOB-207030,Cloud Architect,IT & Tech,Hyderabad,Hybrid,Mid-Level,"Python, SQL",1819109,2318597,2026-03-05
JOB-207031,Bioinformatics Scientist,Healthcare,Gurugram,On-Site,Senior,"Bioinformatics, Python",1650303,1997042,2026-01-19
JOB-207032,Social Media Expert,Marketing,Noida,Hybrid,Senior,Social Media Management,1253056,1606117,2026-01-20
JOB-207033,Content Strategist,Marketing,Gurugram,Remote,Mid-Level,Social Media Management,870165,1075351,2026-02-01
JOB-207034,Financial Analyst,Finance,Hyderabad,Hybrid,Lead,Risk Assessment,1713780,2065337,2026-04-29
JOB-207035,Content Strategist,Marketing,Bengaluru,Remote,Entry-Level,Content Writing,652151,815800,2026-04-05
JOB-207036,Social Media Expert,Marketing,Gurugram,On-Site,Senior,"SEO, Google Analytics",1223459,1589957,2026-05-10
JOB-207037,Healthcare Administrator,Healthcare,Hyderabad,On-Site,Entry-Level,Hospital Administration,893374,1249747,2026-02-06
JOB-207038,Bioinformatics Scientist,Healthcare,Hyderabad,Hybrid,Senior,"Healthcare Data, SQL",1363090,1716906,2026-02-04
JOB-207039,Accountant,Finance,Gurugram,Hybrid,Senior,Risk Assessment,1883909,2643893,2026-03-30
JOB-207040,Data Scientist,IT & Tech,Bengaluru,Remote,Executive,"Java, Spring Boot",3085719,3729075,2026-01-09
JOB-207041,Healthcare Administrator,Healthcare,Delhi,Remote,Mid-Level,Hospital Administration,1210772,1619333,2026-04-18
JOB-207042,Product Manager,IT & Tech,Bengaluru,Hybrid,Senior,"Python, Machine Learning",2052586,2533406,2026-01-29
JOB-207043,Bioinformatics Scientist,Healthcare,Gurugram,Hybrid,Executive,Hospital Administration,2868322,3649188,2026-03-29
JOB-207044,Risk Manager,Finance,Noida,On-Site,Mid-Level,Investment Analysis,1073307,1545532,2026-04-08
JOB-207045,Clinical Data Analyst,Healthcare,Hyderabad,Remote,Senior,"Bioinformatics, Python",1264118,1737378,2026-05-27
JOB-207046,Content Strategist,Marketing,Pune,On-Site,Mid-Level,Content Writing,1279269,1901526,2026-05-02
JOB-207047,Healthcare Administrator,Healthcare,Pune,On-Site,Lead,"Bioinformatics, Python",1961748,2494521,2026-04-01
JOB-207048,DevOps Engineer,IT & Tech,Noida,On-Site,Executive,"AWS, Docker",3008891,4341610,2026-05-15
JOB-207049,Financial Analyst,Finance,Noida,On-Site,Lead,"Accounting, Tally",2178815,2990972,2026-03-09
JOB-207050,Clinical Data Analyst,Healthcare,Delhi,On-Site,Executive,"Bioinformatics, Python",2559974,3625838,2026-03-13
JOB-207051,Data Scientist,IT & Tech,Gurugram,On-Site,Lead,"Java, Spring Boot",1932114,2331491,2026-01-21
JOB-207052,Financial Analyst,Finance,Chennai,Remote,Lead,Risk Assessment,2057713,2833029,2026-04-05
JOB-207053,Software Engineer,IT & Tech,Hyderabad,Hybrid,Executive,"Java, Spring Boot",3129595,3847428,2026-05-01
JOB-207054,Accountant,Finance,Gurugram,On-Site,Lead,"Financial Modeling, Excel",2301951,3026252,2026-04-14
JOB-207055,Cloud Architect,IT & Tech,Pune,Hybrid,Executive,"Cybersecurity, Network",2850865,3902832,2026-02-28
JOB-207056,Accountant,Finance,Mumbai,Hybrid,Mid-Level,Risk Assessment,1060213,1401117,2026-02-07
JOB-207057,Cybersecurity Analyst,IT & Tech,Bengaluru,Remote,Executive,"SQL, Tableau, Power BI",2966122,3578013,2026-01-11
JOB-207058,Data Scientist,IT & Tech,Delhi,Hybrid,Mid-Level,"React, Node.js",1465506,2046012,2026-01-08
JOB-207059,Healthcare Administrator,Healthcare,Delhi,Hybrid,Mid-Level,Hospital Administration,1262513,1568983,2026-01-07
JOB-207060,Healthcare Administrator,Healthcare,Bengaluru,On-Site,Entry-Level,"Bioinformatics, Python",710197,903249,2026-03-20
JOB-207061,Healthcare Administrator,Healthcare,Pune,Hybrid,Mid-Level,"Bioinformatics, Python",1171549,1720413,2026-04-01
JOB-207062,Software Engineer,IT & Tech,Delhi,On-Site,Entry-Level,"React, Node.js",1213292,1459929,2026-01-21
JOB-207063,Marketing Manager,Marketing,Hyderabad,On-Site,Executive,Digital Marketing,2490248,3200766,2026-02-18
JOB-207064,Content Strategist,Marketing,Pune,On-Site,Lead,Content Writing,1933475,2608065,2026-04-24
JOB-207065,Clinical Data Analyst,Healthcare,Bengaluru,On-Site,Executive,"Bioinformatics, Python",2676868,3817702,2026-03-22
JOB-207066,Healthcare Administrator,Healthcare,Gurugram,On-Site,Lead,"Healthcare Data, SQL",1984136,2872210,2026-04-21
JOB-207067,SEO Specialist,Marketing,Bengaluru,Remote,Mid-Level,Content Writing,915257,1332625,2026-01-19
JOB-207068,Bioinformatics Scientist,Healthcare,Gurugram,Remote,Senior,"Healthcare Data, SQL",1289788,1880941,2026-05-27
JOB-207069,Investment Banker,Finance,Hyderabad,On-Site,Mid-Level,"Financial Modeling, Excel",1053372,1396053,2026-05-03
JOB-207070,Content Strategist,Marketing,Pune,Remote,Lead,Social Media Management,1848649,2724001,2026-05-31
JOB-207071,Social Media Expert,Marketing,Delhi,On-Site,Mid-Level,Social Media Management,979921,1441572,2026-04-06
JOB-207072,Healthcare Administrator,Healthcare,Mumbai,Hybrid,Mid-Level,"Healthcare Data, SQL",1086716,1506626,2026-04-22
JOB-207073,Investment Banker,Finance,Hyderabad,On-Site,Lead,"Accounting, Tally",2241342,3180448,2026-04-05
JOB-207074,Clinical Data Analyst,Healthcare,Bengaluru,On-Site,Entry-Level,Hospital Administration,599604,893305,2026-01-13
JOB-207075,Data Scientist,IT & Tech,Hyderabad,On-Site,Mid-Level,"AWS, Docker",1572314,2135332,2026-03-11
JOB-207076,Risk Manager,Finance,Bengaluru,On-Site,Entry-Level,Investment Analysis,991023,1334099,2026-04-06
JOB-207077,Clinical Data Analyst,Healthcare,Pune,Remote,Lead,"Bioinformatics, Python",1790924,2540865,2026-05-28
JOB-207078,Bioinformatics Scientist,Healthcare,Delhi,Remote,Senior,Hospital Administration,1646128,2402552,2026-04-14
JOB-207079,Clinical Data Analyst,Healthcare,Pune,Hybrid,Mid-Level,"Bioinformatics, Python",1157561,1710621,2026-05-25
JOB-207080,Financial Analyst,Finance,Gurugram,Hybrid,Lead,Risk Assessment,2378405,3499037,2026-02-11
JOB-207081,Social Media Expert,Marketing,Hyderabad,Remote,Executive,Content Writing,2468793,3295770,2026-02-05
JOB-207082,Cloud Architect,IT & Tech,Noida,Hybrid,Executive,"Java, Spring Boot",3317934,4338338,2026-04-22
JOB-207083,Content Strategist,Marketing,Delhi,Remote,Lead,"SEO, Google Analytics",1736584,2314429,2026-05-10
JOB-207084,Bioinformatics Scientist,Healthcare,Bengaluru,Remote,Mid-Level,"Bioinformatics, Python",1094164,1346878,2026-04-14
JOB-207085,Product Manager,IT & Tech,Noida,Hybrid,Lead,"React, Node.js",2102597,3107425,2026-04-03
JOB-207086,Financial Analyst,Finance,Pune,Hybrid,Senior,"Financial Modeling, Excel",1379904,1926363,2026-03-12
JOB-207087,Data Scientist,IT & Tech,Hyderabad,On-Site,Senior,"Python, SQL",1691051,2142322,2026-04-29
JOB-207088,Social Media Expert,Marketing,Pune,On-Site,Lead,Digital Marketing,2098324,2710830,2026-01-18
JOB-207089,SEO Specialist,Marketing,Bengaluru,Remote,Senior,"SEO, Google Analytics",1536460,1883468,2026-03-28
JOB-207090,Social Media Expert,Marketing,Mumbai,Hybrid,Executive,Digital Marketing,2526282,3340223,2026-04-08
JOB-207091,Social Media Expert,Marketing,Pune,On-Site,Senior,Content Writing,1669029,2313664,2026-03-02
JOB-207092,Risk Manager,Finance,Noida,Remote,Executive,"Financial Modeling, Excel",2452655,3403042,2026-05-12
JOB-207093,Investment Banker,Finance,Mumbai,Remote,Entry-Level,Risk Assessment,1032648,1313450,2026-03-05
JOB-207094,Risk Manager,Finance,Delhi,On-Site,Entry-Level,Risk Assessment,871239,1075574,2026-05-04
JOB-207095,Risk Manager,Finance,Chennai,Remote,Entry-Level,Investment Analysis,626696,828057,2026-02-13
JOB-207096,Investment Banker,Finance,Noida,Remote,Executive,"Accounting, Tally",2622170,3236214,2026-03-01
JOB-207097,Accountant,Finance,Gurugram,Remote,Mid-Level,Risk Assessment,1221105,1624167,2026-03-08
JOB-207098,Social Media Expert,Marketing,Hyderabad,On-Site,Entry-Level,"SEO, Google Analytics",557338,705933,2026-02-19
JOB-207099,Bioinformatics Scientist,Healthcare,Noida,Remote,Mid-Level,"Healthcare Data, SQL",971116,1227797,2026-04-05
JOB-207100,Financial Analyst,Finance,Delhi,Remote,Executive,Investment Analysis,3011352,3707917,2026-04-13
JOB-207101,Risk Manager,Finance,Noida,On-Site,Mid-Level,Risk Assessment,1378760,2017854,2026-02-17
JOB-207102,Clinical Data Analyst,Healthcare,Delhi,Remote,Mid-Level,"Healthcare Data, SQL",988465,1247787,2026-04-18
JOB-207103,Clinical Data Analyst,Healthcare,Chennai,Remote,Entry-Level,"Bioinformatics, Python",565648,709916,2026-05-01
JOB-207104,Accountant,Finance,Pune,Remote,Senior,"Financial Modeling, Excel",1921828,2735877,2026-04-05
JOB-207105,Healthcare Administrator,Healthcare,Gurugram,Hybrid,Executive,"Bioinformatics, Python",2605696,3274989,2026-04-30
JOB-207106,Healthcare Administrator,Healthcare,Chennai,Remote,Mid-Level,"Bioinformatics, Python",1311506,1601456,2026-01-18
JOB-207107,Financial Analyst,Finance,Mumbai,On-Site,Entry-Level,"Accounting, Tally",1039001,1258696,2026-04-03
JOB-207108,Product Manager,IT & Tech,Gurugram,Hybrid,Entry-Level,"AWS, Docker",932556,1167332,2026-01-17
JOB-207109,Product Manager,IT & Tech,Mumbai,Remote,Lead,"Cybersecurity, Network",2231219,2772574,2026-03-11
JOB-207110,Content Strategist,Marketing,Hyderabad,Remote,Senior,Social Media Management,1406753,1881594,2026-05-01
JOB-207111,Risk Manager,Finance,Chennai,Remote,Mid-Level,Investment Analysis,1005482,1430793,2026-04-01
JOB-207112,Marketing Manager,Marketing,Delhi,Hybrid,Executive,Digital Marketing,2863857,4120570,2026-03-09
JOB-207113,Healthcare Administrator,Healthcare,Mumbai,Hybrid,Executive,"Bioinformatics, Python",2789469,3575052,2026-05-09
JOB-207114,SEO Specialist,Marketing,Pune,On-Site,Lead,Content Writing,1714613,2149013,2026-05-20
JOB-207115,SEO Specialist,Marketing,Hyderabad,On-Site,Entry-Level,Digital Marketing,618608,846687,2026-03-07
JOB-207116,Bioinformatics Scientist,Healthcare,Pune,Hybrid,Senior,Hospital Administration,1723409,2518533,2026-03-21
JOB-207117,SEO Specialist,Marketing,Pune,Hybrid,Lead,Digital Marketing,1774561,2388754,2026-05-11
JOB-207118,Healthcare Administrator,Healthcare,Mumbai,Remote,Executive,"Bioinformatics, Python",2759787,3930823,2026-03-18
JOB-207119,Risk Manager,Finance,Chennai,Hybrid,Lead,Investment Analysis,2122730,2744854,2026-04-07
JOB-207120,Accountant,Finance,Bengaluru,On-Site,Executive,"Financial Modeling, Excel",2974063,4031997,2026-02-24
JOB-207121,Social Media Expert,Marketing,Chennai,Hybrid,Mid-Level,Digital Marketing,898564,1118711,2026-05-07
JOB-207122,Risk Manager,Finance,Hyderabad,Remote,Senior,"Financial Modeling, Excel",1667300,2444778,2026-01-04
JOB-207123,Marketing Manager,Marketing,Delhi,On-Site,Mid-Level,Content Writing,1179243,1762113,2026-05-16
JOB-207124,Financial Analyst,Finance,Delhi,On-Site,Mid-Level,Investment Analysis,932398,1213815,2026-04-30
JOB-207125,Clinical Data Analyst,Healthcare,Delhi,Hybrid,Executive,"Healthcare Data, SQL",2583128,3680159,2026-01-11
JOB-207126,SEO Specialist,Marketing,Mumbai,On-Site,Executive,Digital Marketing,2573808,3265011,2026-01-04
JOB-207127,Investment Banker,Finance,Gurugram,On-Site,Senior,Investment Analysis,1414136,1936156,2026-05-22
JOB-207128,Clinical Data Analyst,Healthcare,Pune,On-Site,Entry-Level,Hospital Administration,669877,866115,2026-01-24
JOB-207129,Financial Analyst,Finance,Gurugram,Remote,Entry-Level,Risk Assessment,1064202,1291323,2026-03-30
JOB-207130,Risk Manager,Finance,Mumbai,Hybrid,Entry-Level,"Accounting, Tally",508747,646516,2026-04-29
JOB-207131,Bioinformatics Scientist,Healthcare,Chennai,Hybrid,Mid-Level,Hospital Administration,1206436,1578054,2026-03-11
JOB-207132,Accountant,Finance,Bengaluru,Hybrid,Entry-Level,"Accounting, Tally",888828,1192820,2026-05-22
JOB-207133,Clinical Data Analyst,Healthcare,Chennai,Hybrid,Entry-Level,"Healthcare Data, SQL",987988,1357981,2026-03-27
JOB-207134,Healthcare Administrator,Healthcare,Chennai,On-Site,Lead,"Bioinformatics, Python",2112453,2683698,2026-02-10
JOB-207135,DevOps Engineer,IT & Tech,Delhi,Remote,Entry-Level,"Cybersecurity, Network",886906,1070221,2026-02-13
JOB-207136,Bioinformatics Scientist,Healthcare,Noida,Remote,Mid-Level,Hospital Administration,905275,1285662,2026-02-08
JOB-207137,Investment Banker,Finance,Delhi,On-Site,Mid-Level,Risk Assessment,1118375,1561502,2026-05-27
JOB-207138,Data Scientist,IT & Tech,Bengaluru,Remote,Senior,"React, Node.js",1841496,2453728,2026-01-16
JOB-207139,Healthcare Administrator,Healthcare,Hyderabad,Remote,Mid-Level,"Bioinformatics, Python",1071004,1395826,2026-01-14
JOB-207140,Financial Analyst,Finance,Mumbai,Remote,Senior,Investment Analysis,1374185,1895884,2026-01-07
JOB-207141,Risk Manager,Finance,Delhi,On-Site,Senior,Investment Analysis,1852256,2679997,2026-05-30
JOB-207142,Social Media Expert,Marketing,Hyderabad,Remote,Entry-Level,Digital Marketing,565716,790435,2026-03-29
JOB-207143,Clinical Data Analyst,Healthcare,Delhi,Hybrid,Executive,Hospital Administration,2828766,3544917,2026-03-09
JOB-207144,SEO Specialist,Marketing,Bengaluru,On-Site,Senior,Social Media Management,1318366,1776930,2026-02-18
JOB-207145,Investment Banker,Finance,Delhi,Remote,Senior,Investment Analysis,1370819,1921017,2026-03-08
JOB-207146,Clinical Data Analyst,Healthcare,Chennai,On-Site,Lead,"Bioinformatics, Python",1944333,2682275,2026-01-10
JOB-207147,Risk Manager,Finance,Bengaluru,Remote,Senior,Investment Analysis,1549497,2227274,2026-03-25
JOB-207148,Clinical Data Analyst,Healthcare,Noida,On-Site,Lead,"Healthcare Data, SQL",1872298,2677548,2026-03-23
JOB-207149,Bioinformatics Scientist,Healthcare,Noida,Hybrid,Mid-Level,"Healthcare Data, SQL",1390136,1946167,2026-05-29
JOB-207150,Financial Analyst,Finance,Mumbai,Remote,Lead,Investment Analysis,1660670,2427804,2026-03-17
JOB-207151,Cybersecurity Analyst,IT & Tech,Chennai,Hybrid,Senior,"React, Node.js",1949160,2399259,2026-03-27
JOB-207152,Risk Manager,Finance,Gurugram,On-Site,Lead,"Accounting, Tally",1716717,2144555,2026-03-26
JOB-207153,Product Manager,IT & Tech,Bengaluru,On-Site,Senior,"Cybersecurity, Network",2028727,2581167,2026-02-17
JOB-207154,Cybersecurity Analyst,IT & Tech,Mumbai,Remote,Executive,"AWS, Docker",3312918,4881754,2026-03-09
JOB-207155,Accountant,Finance,Chennai,On-Site,Executive,Risk Assessment,3134869,3921716,2026-05-15
JOB-207156,Product Manager,IT & Tech,Pune,On-Site,Executive,"Java, Spring Boot",3358082,4660529,2026-05-29
JOB-207157,Accountant,Finance,Noida,Hybrid,Entry-Level,Investment Analysis,808710,1098529,2026-04-03
JOB-207158,Content Strategist,Marketing,Bengaluru,Hybrid,Executive,"SEO, Google Analytics",2697675,3475887,2026-04-07
JOB-207159,DevOps Engineer,IT & Tech,Bengaluru,Remote,Entry-Level,"Cybersecurity, Network",741631,1055013,2026-05-06
JOB-207160,Healthcare Administrator,Healthcare,Hyderabad,On-Site,Executive,Hospital Administration,2934505,4253028,2026-01-03
JOB-207161,Social Media Expert,Marketing,Bengaluru,On-Site,Lead,Social Media Management,1633976,2211465,2026-01-15
JOB-207162,Social Media Expert,Marketing,Chennai,On-Site,Executive,"SEO, Google Analytics",2730360,3316991,2026-04-21
JOB-207163,Accountant,Finance,Delhi,Hybrid,Mid-Level,Risk Assessment,970053,1177823,2026-05-08
JOB-207164,Content Strategist,Marketing,Chennai,Remote,Executive,Content Writing,2767732,4066166,2026-05-20
JOB-207165,Marketing Manager,Marketing,Gurugram,On-Site,Senior,Digital Marketing,1662515,2310185,2026-05-12
JOB-207166,Social Media Expert,Marketing,Gurugram,Remote,Entry-Level,Digital Marketing,607717,829800,2026-03-01
JOB-207167,Clinical Data Analyst,Healthcare,Chennai,On-Site,Entry-Level,"Healthcare Data, SQL",775194,1115980,2026-01-20
JOB-207168,Cybersecurity Analyst,IT & Tech,Gurugram,Remote,Lead,"React, Node.js",2139089,2736177,2026-01-29
JOB-207169,Marketing Manager,Marketing,Delhi,Remote,Executive,"SEO, Google Analytics",2758459,3626908,2026-04-30
JOB-207170,Healthcare Administrator,Healthcare,Noida,Remote,Mid-Level,Hospital Administration,1034832,1471786,2026-02-01
JOB-207171,Risk Manager,Finance,Delhi,Remote,Entry-Level,"Financial Modeling, Excel",516139,736489,2026-01-15
JOB-207172,Investment Banker,Finance,Delhi,Hybrid,Lead,"Financial Modeling, Excel",1979902,2606063,2026-03-25
JOB-207173,Bioinformatics Scientist,Healthcare,Gurugram,On-Site,Mid-Level,Hospital Administration,1225770,1618883,2026-03-28
JOB-207174,Bioinformatics Scientist,Healthcare,Bengaluru,Hybrid,Mid-Level,Hospital Administration,1341976,1787161,2026-01-10
JOB-207175,Accountant,Finance,Delhi,Hybrid,Mid-Level,"Accounting, Tally",1279173,1682676,2026-04-21
JOB-207176,Healthcare Administrator,Healthcare,Hyderabad,Remote,Entry-Level,"Bioinformatics, Python",939703,1229211,2026-03-26
JOB-207177,Accountant,Finance,Chennai,On-Site,Senior,"Financial Modeling, Excel",1470008,1984925,2026-02-23
JOB-207178,Bioinformatics Scientist,Healthcare,Gurugram,Hybrid,Executive,Hospital Administration,2688679,3228254,2026-02-21
JOB-207179,SEO Specialist,Marketing,Gurugram,On-Site,Entry-Level,Content Writing,684082,827497,2026-02-04
JOB-207180,DevOps Engineer,IT & Tech,Chennai,On-Site,Senior,"React, Node.js",1876764,2430177,2026-05-07
JOB-207181,SEO Specialist,Marketing,Noida,Hybrid,Mid-Level,Content Writing,954513,1157757,2026-05-01
JOB-207182,Healthcare Administrator,Healthcare,Gurugram,Hybrid,Executive,"Bioinformatics, Python",2731224,3919529,2026-04-25
JOB-207183,Social Media Expert,Marketing,Gurugram,Hybrid,Senior,Digital Marketing,1493443,2098031,2026-01-09
JOB-207184,Product Manager,IT & Tech,Delhi,On-Site,Entry-Level,"Cybersecurity, Network",785646,1034505,2026-02-03
JOB-207185,Content Strategist,Marketing,Gurugram,Hybrid,Lead,Content Writing,1887201,2354667,2026-05-12
JOB-207186,DevOps Engineer,IT & Tech,Bengaluru,Remote,Executive,"Cybersecurity, Network",2703643,3281684,2026-05-25
JOB-207187,Investment Banker,Finance,Mumbai,Remote,Senior,"Accounting, Tally",1819031,2334236,2026-03-29
JOB-207188,Bioinformatics Scientist,Healthcare,Gurugram,Remote,Entry-Level,"Healthcare Data, SQL",462171,629157,2026-01-10
JOB-207189,Clinical Data Analyst,Healthcare,Noida,Remote,Lead,Hospital Administration,1939853,2804349,2026-03-06
JOB-207190,Financial Analyst,Finance,Delhi,Remote,Mid-Level,"Financial Modeling, Excel",1251219,1663269,2026-02-20
JOB-207191,Accountant,Finance,Hyderabad,Hybrid,Executive,"Financial Modeling, Excel",2814002,3382430,2026-03-25
JOB-207192,Healthcare Administrator,Healthcare,Chennai,Remote,Executive,"Bioinformatics, Python",2613329,3555895,2026-03-31
